customer_zip_code_prefix;customer_city;customer_state
2246;sao paulo; Sao Paulo
32185;contagem; Minas Gerais
78118;varzea grande; Mato Grosso
37965;jacui; Minas Gerais
89211;joinville; Santa Catarina
9015;santo andre; Sao Paulo
9241;santo andre; Sao Paulo
27925;macae;Rio de Janeiro
76240;aragarcas; Goias
73340;brasilia; Distrito Federal
12316;jacarei; Sao Paulo
65076;sao luis; Maranhao
2064;sao paulo; Sao Paulo
74953;aparecida de goiania; Goias
27277;volta redonda;Rio de Janeiro
13234;campo limpo paulista; Sao Paulo
13250;itatiba; Sao Paulo
32187;contagem; Minas Gerais
88512;lages; Santa Catarina
20745;rio de janeiro;Rio de Janeiro
92440;canoas;Rio Grande do Sul
54777;camaragibe; Pernambuco
4006;sao paulo; Sao Paulo
23020;rio de janeiro;Rio de Janeiro
8790;mogi das cruzes; Sao Paulo
18105;sorocaba; Sao Paulo
63640;independencia; Ceara
15502;votuporanga; Sao Paulo
85901;toledo;Parana
68503;maraba; Para
4185;sao paulo; Sao Paulo
7190;guarulhos; Sao Paulo
28895;rio das ostras;Rio de Janeiro
8577;itaquaquecetuba; Sao Paulo
57080;maceio; Alagoas
59430;lagoa de velhos;Rio Grande do Norte
24456;sao goncalo;Rio de Janeiro
13467;americana; Sao Paulo
28500;cantagalo;Rio de Janeiro
48605;paulo afonso; Bahia
75690;caldas novas; Goias
74835;goiania; Goias
2245;sao paulo; Sao Paulo
58088;joao pessoa; Paraiba
6634;jandira; Sao Paulo
38010;uberaba; Minas Gerais
29175;serra; Espirito Santo
6070;osasco; Sao Paulo
40265;salvador; Bahia
58078;joao pessoa; Paraiba
6865;itapecerica da serra; Sao Paulo
42807;camacari; Bahia
86088;londrina;Parana
35894;dores de guanhaes; Minas Gerais
5420;sao paulo; Sao Paulo
1411;sao paulo; Sao Paulo
5011;sao paulo; Sao Paulo
8550;poa; Sao Paulo
13940;aguas de lindoia; Sao Paulo
87053;maringa;Parana
83206;paranagua;Parana
14440;sao jose da bela vista; Sao Paulo
38040;uberaba; Minas Gerais
1431;sao paulo; Sao Paulo
29890;montanha; Espirito Santo
4576;sao paulo; Sao Paulo
5617;sao paulo; Sao Paulo
78045;cuiaba; Mato Grosso
68925;santana;Sin Dato
77403;gurupi; Tocantins
2306;sao paulo; Sao Paulo
87065;maringa;Parana
3504;sao paulo; Sao Paulo
18271;tatui; Sao Paulo
2712;sao paulo; Sao Paulo
80320;curitiba;Parana
15155;jaci; Sao Paulo
6192;osasco; Sao Paulo
4610;sao paulo; Sao Paulo
88705;tubarao; Santa Catarina
55715;feira nova; Pernambuco
35765;cachoeira da prata; Minas Gerais
99500;carazinho;Rio Grande do Sul
12530;cunha; Sao Paulo
18276;tatui; Sao Paulo
78005;cuiaba; Mato Grosso
64006;teresina; Piaui
26510;nilopolis;Rio de Janeiro
37948;bom jesus da penha; Minas Gerais
7230;guarulhos; Sao Paulo
68790;santa isabel do para; Para
11510;cubatao; Sao Paulo
36010;juiz de fora; Minas Gerais
27140;barra do pirai;Rio de Janeiro
65609;caxias; Maranhao
13904;amparo; Sao Paulo
17860;pacaembu; Sao Paulo
45930;mucuri; Bahia
48880;santaluz; Bahia
77900;tocantinopolis; Tocantins
67133;ananindeua; Para
9669;sao bernardo do campo; Sao Paulo
7411;aruja; Sao Paulo
84130;palmeira;Parana
29172;serra; Espirito Santo
5568;sao paulo; Sao Paulo
25640;petropolis;Rio de Janeiro
12906;braganca paulista; Sao Paulo
9720;sao bernardo do campo; Sao Paulo
4852;sao paulo; Sao Paulo
56280;araripina; Pernambuco
55330;bom conselho; Pernambuco
27345;barra mansa;Rio de Janeiro
19023;presidente prudente; Sao Paulo
11335;sao vicente; Sao Paulo
64803;floriano; Piaui
5539;sao paulo; Sao Paulo
7791;cajamar; Sao Paulo
3303;sao paulo; Sao Paulo
14076;ribeirao preto; Sao Paulo
46270;piripa; Bahia
29885;ponto belo; Espirito Santo
59150;parnamirim;Rio Grande do Norte
58433;campina grande; Paraiba
14811;araraquara; Sao Paulo
5754;sao paulo; Sao Paulo
71680;brasilia; Distrito Federal
85540;mangueirinha;Parana
3282;sao paulo; Sao Paulo
38700;patos de minas; Minas Gerais
36051;juiz de fora; Minas Gerais
81490;curitiba;Parana
37580;monte siao; Minas Gerais
29306;cachoeiro de itapemirim; Espirito Santo
89041;blumenau; Santa Catarina
30492;belo horizonte; Minas Gerais
87200;cianorte;Parana
74843;goiania; Goias
13890;aguas da prata; Sao Paulo
8011;sao paulo; Sao Paulo
16050;aracatuba; Sao Paulo
55400;catende; Pernambuco
9626;sao bernardo do campo; Sao Paulo
65042;sao luis; Maranhao
81450;curitiba;Parana
9621;sao bernardo do campo; Sao Paulo
15803;catanduva; Sao Paulo
6170;osasco; Sao Paulo
15850;urupes; Sao Paulo
2540;sao paulo; Sao Paulo
40330;salvador; Bahia
99025;passo fundo;Rio Grande do Sul
2012;sao paulo; Sao Paulo
25630;petropolis;Rio de Janeiro
68374;altamira; Para
68040;santarem; Para
20931;rio de janeiro;Rio de Janeiro
64049;teresina; Piaui
32675;betim; Minas Gerais
32241;contagem; Minas Gerais
78645;vila rica; Mato Grosso
92120;canoas;Rio Grande do Sul
3614;sao paulo; Sao Paulo
3675;sao paulo; Sao Paulo
15620;macedonia; Sao Paulo
55435;sao joao; Pernambuco
95059;caxias do sul;Rio Grande do Sul
3120;sao paulo; Sao Paulo
12061;taubate; Sao Paulo
13503;rio claro; Sao Paulo
52060;recife; Pernambuco
65077;sao luis; Maranhao
90030;porto alegre;Rio Grande do Sul
3057;sao paulo; Sao Paulo
85926;vila nova;Parana
28230;sao francisco de itabapoana;Rio de Janeiro
69078;manaus; Amazonas
3321;sao paulo; Sao Paulo
35740;esmeraldas; Minas Gerais
83820;fazenda rio grande;Parana
6766;taboao da serra; Sao Paulo
17016;bauru; Sao Paulo
30493;belo horizonte; Minas Gerais
28595;portela;Rio de Janeiro
8310;sao paulo; Sao Paulo
13035;campinas; Sao Paulo
14955;borborema; Sao Paulo
45807;santa cruz cabralia; Bahia
51150;recife; Pernambuco
78716;rondonopolis; Mato Grosso
4366;sao paulo; Sao Paulo
1209;sao paulo; Sao Paulo
19970;palmital; Sao Paulo
58416;campina grande; Paraiba
48410;cicero dantas; Bahia
68904;macapa;Sin Dato
44056;feira de santana; Bahia
75870;cachoeira alta; Goias
41297;salvador; Bahia
22271;rio de janeiro;Rio de Janeiro
60441;fortaleza; Ceara
76420;niquelandia; Goias
88010;florianopolis; Santa Catarina
13278;valinhos; Sao Paulo
81020;curitiba;Parana
96214;rio grande;Rio Grande do Sul
33805;ribeirao das neves; Minas Gerais
12310;jacarei; Sao Paulo
4364;sao paulo; Sao Paulo
68740;castanhal; Para
78048;cuiaba; Mato Grosso
17505;marilia; Sao Paulo
3266;sao paulo; Sao Paulo
23555;rio de janeiro;Rio de Janeiro
9510;sao caetano do sul; Sao Paulo
37505;itajuba; Minas Gerais
81030;curitiba;Parana
1226;sao paulo; Sao Paulo
4340;sao paulo; Sao Paulo
19700;paraguacu paulista; Sao Paulo
57313;arapiraca; Alagoas
15385;ilha solteira; Sao Paulo
93212;sapucaia do sul;Rio Grande do Sul
7032;guarulhos; Sao Paulo
24130;niteroi;Rio de Janeiro
26540;nilopolis;Rio de Janeiro
78180;santo antonio do leverger; Mato Grosso
13564;sao carlos; Sao Paulo
18119;votorantim; Sao Paulo
25808;tres rios;Rio de Janeiro
26525;nilopolis;Rio de Janeiro
13180;sumare; Sao Paulo
6276;osasco; Sao Paulo
98870;girua;Rio Grande do Sul
11410;guaruja; Sao Paulo
86704;arapongas;Parana
88352;brusque; Santa Catarina
13067;campinas; Sao Paulo
60060;fortaleza; Ceara
41815;salvador; Bahia
13732;mococa; Sao Paulo
39518;serranopolis de minas; Minas Gerais
13092;campinas; Sao Paulo
62940;morada nova; Ceara
3944;sao paulo; Sao Paulo
87113;sarandi;Parana
65920;sao pedro da agua branca; Maranhao
74075;goiania; Goias
9761;sao bernardo do campo; Sao Paulo
6268;osasco; Sao Paulo
12229;sao jose dos campos; Sao Paulo
88180;antonio carlos; Santa Catarina
21853;rio de janeiro;Rio de Janeiro
77001;palmas; Tocantins
9910;diadema; Sao Paulo
86400;jacarezinho;Parana
19940;ibirarema; Sao Paulo
56820;caraiba; Pernambuco
60840;fortaleza; Ceara
3136;sao paulo; Sao Paulo
78875;gaucha do norte; Mato Grosso
36120;matias barbosa; Minas Gerais
18074;sorocaba; Sao Paulo
29192;aracruz; Espirito Santo
85825;santa tereza do oeste;Parana
6182;osasco; Sao Paulo
77006;palmas; Tocantins
13525;aguas de sao pedro; Sao Paulo
32404;ibirite; Minas Gerais
6253;osasco; Sao Paulo
1257;sao paulo; Sao Paulo
37280;candeias; Minas Gerais
96505;cachoeira do sul;Rio Grande do Sul
4055;sao paulo; Sao Paulo
4071;sao paulo; Sao Paulo
98010;cruz alta;Rio Grande do Sul
18086;sorocaba; Sao Paulo
13222;varzea paulista; Sao Paulo
12917;braganca paulista; Sao Paulo
88354;brusque; Santa Catarina
87301;campo mourao;Parana
18185;pilar do sul; Sao Paulo
5128;sao paulo; Sao Paulo
74463;goiania; Goias
23033;rio de janeiro;Rio de Janeiro
1222;sao paulo; Sao Paulo
80035;curitiba;Parana
59500;macau;Rio Grande do Norte
3407;sao paulo; Sao Paulo
86900;jandaia do sul;Parana
66023;belem; Para
75710;catalao; Goias
6606;jandira; Sao Paulo
88070;florianopolis; Santa Catarina
14807;araraquara; Sao Paulo
21350;rio de janeiro;Rio de Janeiro
24936;marica;Rio de Janeiro
35498;jeceaba; Minas Gerais
79041;campo grande; Mato Grosso do Sul
3508;sao paulo; Sao Paulo
68447;vila dos cabanos; Para
2404;sao paulo; Sao Paulo
11724;praia grande; Sao Paulo
27275;volta redonda;Rio de Janeiro
86801;apucarana;Parana
78055;cuiaba; Mato Grosso
46445;carinhanha; Bahia
91787;porto alegre;Rio Grande do Sul
5630;sao paulo; Sao Paulo
7222;guarulhos; Sao Paulo
2842;sao paulo; Sao Paulo
3558;sao paulo; Sao Paulo
29278;arace; Espirito Santo
59127;natal;Rio Grande do Norte
30855;belo horizonte; Minas Gerais
34007;nova lima; Minas Gerais
6065;osasco; Sao Paulo
1238;sao paulo; Sao Paulo
4038;sao paulo; Sao Paulo
82840;curitiba;Parana
6330;carapicuiba; Sao Paulo
76801;porto velho; Rondonia
31844;belo horizonte; Minas Gerais
53520;abreu e lima; Pernambuco
81315;curitiba;Parana
3295;sao paulo; Sao Paulo
25946;guapimirim;Rio de Janeiro
85670;salto do lontra;Parana
99895;santo expedito do sul;Rio Grande do Sul
21042;rio de janeiro;Rio de Janeiro
75530;itumbiara; Goias
18530;tiete; Sao Paulo
4158;sao paulo; Sao Paulo
1033;sao paulo; Sao Paulo
35675;juatuba; Minas Gerais
3588;sao paulo; Sao Paulo
97060;santa maria;Rio Grande do Sul
75110;anapolis; Goias
85070;guarapuava;Parana
47600;bom jesus da lapa; Bahia
4433;sao paulo; Sao Paulo
85930;nova santa rosa;Parana
9847;sao bernardo do campo; Sao Paulo
2411;sao paulo; Sao Paulo
36083;juiz de fora; Minas Gerais
4705;sao paulo; Sao Paulo
23050;rio de janeiro;Rio de Janeiro
17513;marilia; Sao Paulo
5207;sao paulo; Sao Paulo
55299;garanhuns; Pernambuco
35620;abaete; Minas Gerais
20241;rio de janeiro;Rio de Janeiro
55385;lajedo; Pernambuco
2533;sao paulo; Sao Paulo
48668;barra do tarrachil; Bahia
36280;carandai; Minas Gerais
4043;sao paulo; Sao Paulo
81110;curitiba;Parana
7985;francisco morato; Sao Paulo
13347;indaiatuba; Sao Paulo
9190;santo andre; Sao Paulo
93821;sapiranga;Rio Grande do Sul
78049;cuiaba; Mato Grosso
5401;sao paulo; Sao Paulo
40285;salvador; Bahia
82400;curitiba;Parana
26070;nova iguacu;Rio de Janeiro
86015;londrina;Parana
26032;nova iguacu;Rio de Janeiro
85945;tupassi;Parana
24914;marica;Rio de Janeiro
44220;saubara; Bahia
89208;joinville; Santa Catarina
60743;fortaleza; Ceara
8507;ferraz de vasconcelos; Sao Paulo
20041;rio de janeiro;Rio de Janeiro
12730;cruzeiro; Sao Paulo
9185;santo andre; Sao Paulo
17026;bauru; Sao Paulo
28605;nova friburgo;Rio de Janeiro
8735;mogi das cruzes; Sao Paulo
75890;sao simao; Goias
23013;rio de janeiro;Rio de Janeiro
29905;linhares; Espirito Santo
85900;toledo;Parana
89113;gaspar; Santa Catarina
88390;barra velha; Santa Catarina
13575;sao carlos; Sao Paulo
71225;brasilia; Distrito Federal
65605;caxias; Maranhao
71745;brasilia; Distrito Federal
4823;sao paulo; Sao Paulo
75815;itaja; Goias
2553;sao paulo; Sao Paulo
66617;belem; Para
65415;coroata; Maranhao
5570;sao paulo; Sao Paulo
61933;maracanau; Ceara
13565;sao carlos; Sao Paulo
68600;braganca; Para
5509;sao paulo; Sao Paulo
39530;rio pardo de minas; Minas Gerais
58280;mamanguape; Paraiba
77485;duere; Tocantins
71927;brasilia; Distrito Federal
5311;sao paulo; Sao Paulo
6620;jandira; Sao Paulo
52390;recife; Pernambuco
45180;anage; Bahia
8525;ferraz de vasconcelos; Sao Paulo
13183;hortolandia; Sao Paulo
7171;guarulhos; Sao Paulo
1316;sao paulo; Sao Paulo
5846;sao paulo; Sao Paulo
39935;santo antonio do jacinto; Minas Gerais
18285;cesario lange; Sao Paulo
6859;itapecerica da serra; Sao Paulo
91170;porto alegre;Rio Grande do Sul
4530;sao paulo; Sao Paulo
64770;sao raimundo nonato; Piaui
30840;belo horizonte; Minas Gerais
15091;sao jose do rio preto; Sao Paulo
4336;sao paulo; Sao Paulo
55500;escada; Pernambuco
6670;itapevi; Sao Paulo
30870;belo horizonte; Minas Gerais
28912;cabo frio;Rio de Janeiro
13877;sao joao da boa vista; Sao Paulo
91040;porto alegre;Rio Grande do Sul
32215;contagem; Minas Gerais
24445;sao goncalo;Rio de Janeiro
96600;cangucu;Rio Grande do Sul
88803;criciuma; Santa Catarina
87033;maringa;Parana
4254;sao paulo; Sao Paulo
39703;cantagalo; Minas Gerais
3446;sao paulo; Sao Paulo
4848;sao paulo; Sao Paulo
2882;sao paulo; Sao Paulo
75825;apore; Goias
65230;cajapio; Maranhao
1050;sao paulo; Sao Paulo
11430;guaruja; Sao Paulo
97300;sao gabriel;Rio Grande do Sul
16201;birigui; Sao Paulo
89253;jaragua do sul; Santa Catarina
8690;suzano; Sao Paulo
88036;florianopolis; Santa Catarina
23535;rio de janeiro;Rio de Janeiro
21370;rio de janeiro;Rio de Janeiro
15750;santa albertina; Sao Paulo
71906;brasilia; Distrito Federal
40295;salvador; Bahia
4421;sao paulo; Sao Paulo
96203;rio grande;Rio Grande do Sul
2372;sao paulo; Sao Paulo
7130;guarulhos; Sao Paulo
80330;curitiba;Parana
69054;manaus; Amazonas
3287;sao paulo; Sao Paulo
4937;sao paulo; Sao Paulo
94770;capao da porteira;Rio Grande do Sul
12954;atibaia; Sao Paulo
30285;belo horizonte; Minas Gerais
79604;tres lagoas; Mato Grosso do Sul
86065;londrina;Parana
76958;nova brasilandia d'oeste; Rondonia
6023;osasco; Sao Paulo
2378;sao paulo; Sao Paulo
3349;sao paulo; Sao Paulo
13490;cordeiropolis; Sao Paulo
18075;sorocaba; Sao Paulo
4843;sao paulo; Sao Paulo
93950;dois irmaos;Rio Grande do Sul
2806;sao paulo; Sao Paulo
4269;sao paulo; Sao Paulo
55420;canhotinho; Pernambuco
65950;barra do corda; Maranhao
4523;sao paulo; Sao Paulo
27365;barra mansa;Rio de Janeiro
13990;espirito santo do pinhal; Sao Paulo
89820;xanxere; Santa Catarina
64028;teresina; Piaui
23081;rio de janeiro;Rio de Janeiro
47160;mansidao; Bahia
40310;salvador; Bahia
8900;guararema; Sao Paulo
96270;mostardas;Rio Grande do Sul
76870;ariquemes; Rondonia
1419;sao paulo; Sao Paulo
51240;recife; Pernambuco
89198;rio do campo; Santa Catarina
12220;sao jose dos campos; Sao Paulo
22260;rio de janeiro;Rio de Janeiro
14870;jaboticabal; Sao Paulo
40015;salvador; Bahia
59380;currais novos;Rio Grande do Norte
4531;sao paulo; Sao Paulo
21235;rio de janeiro;Rio de Janeiro
57490;agua branca; Alagoas
63700;crateus; Ceara
95720;garibaldi;Rio Grande do Sul
26113;belford roxo;Rio de Janeiro
5414;sao paulo; Sao Paulo
4674;sao paulo; Sao Paulo
72319;brasilia; Distrito Federal
32280;contagem; Minas Gerais
88332;balneario camboriu; Santa Catarina
93600;estancia velha;Rio Grande do Sul
74357;goiania; Goias
89370;papanduva; Santa Catarina
2422;sao paulo; Sao Paulo
12225;sao jose dos campos; Sao Paulo
70360;brasilia; Distrito Federal
83210;paranagua;Parana
13870;sao joao da boa vista; Sao Paulo
11523;cubatao; Sao Paulo
3210;sao paulo; Sao Paulo
65495;miranda do norte; Maranhao
75125;anapolis; Goias
45140;itambe; Bahia
75251;senador canedo; Goias
11515;cubatao; Sao Paulo
85400;guaraniacu;Parana
37660;paraisopolis; Minas Gerais
2067;sao paulo; Sao Paulo
3261;sao paulo; Sao Paulo
83370;antonina;Parana
7745;caieiras; Sao Paulo
99950;tapejara;Rio Grande do Sul
13315;cabreuva; Sao Paulo
22610;rio de janeiro;Rio de Janeiro
37980;cassia; Minas Gerais
33913;ribeirao das neves; Minas Gerais
12910;braganca paulista; Sao Paulo
24342;niteroi;Rio de Janeiro
65510;mata roma; Maranhao
90640;porto alegre;Rio Grande do Sul
95599;balneario pinhal;Rio Grande do Sul
14056;ribeirao preto; Sao Paulo
27537;resende;Rio de Janeiro
66087;belem; Para
11950;cajati; Sao Paulo
35040;governador valadares; Minas Gerais
1036;sao paulo; Sao Paulo
2951;sao paulo; Sao Paulo
83408;colombo;Parana
73360;brasilia; Distrito Federal
83218;paranagua;Parana
62750;aracoiaba; Ceara
25665;petropolis;Rio de Janeiro
5866;sao paulo; Sao Paulo
29708;colatina; Espirito Santo
29148;cariacica; Espirito Santo
13571;sao carlos; Sao Paulo
38475;monte alegre de minas; Minas Gerais
6888;itapecerica da serra; Sao Paulo
23934;angra dos reis;Rio de Janeiro
80710;curitiba;Parana
4814;sao paulo; Sao Paulo
6317;carapicuiba; Sao Paulo
8421;sao paulo; Sao Paulo
95350;nova araca;Rio Grande do Sul
89065;blumenau; Santa Catarina
12600;lorena; Sao Paulo
13322;salto; Sao Paulo
25515;sao joao de meriti;Rio de Janeiro
57265;teotonio vilela; Alagoas
4581;sao paulo; Sao Paulo
6422;barueri; Sao Paulo
91250;porto alegre;Rio Grande do Sul
12951;atibaia; Sao Paulo
13820;jaguariuna; Sao Paulo
5340;sao paulo; Sao Paulo
41315;salvador; Bahia
9176;santo andre; Sao Paulo
39880;aguas formosas; Minas Gerais
48120;pojuca; Bahia
12328;jacarei; Sao Paulo
89258;jaragua do sul; Santa Catarina
75350;guapo; Goias
23545;rio de janeiro;Rio de Janeiro
85858;foz do iguacu;Parana
79210;anastacio; Mato Grosso do Sul
7056;guarulhos; Sao Paulo
2913;sao paulo; Sao Paulo
65032;sao luis; Maranhao
72915;aguas lindas de goias; Goias
17605;tupa; Sao Paulo
78635;agua boa; Mato Grosso
5873;sao paulo; Sao Paulo
18134;sao roque; Sao Paulo
38706;patos de minas; Minas Gerais
75513;itumbiara; Goias
4507;sao paulo; Sao Paulo
63475;jaguaribe; Ceara
29047;vitoria; Espirito Santo
18113;votorantim; Sao Paulo
68360;senador jose porfirio; Para
65074;sao luis; Maranhao
18136;sao roque; Sao Paulo
76290;itapirapua; Goias
76375;hidrolina; Goias
85867;foz do iguacu;Parana
1121;sao paulo; Sao Paulo
98415;vista alegre;Rio Grande do Sul
4058;sao paulo; Sao Paulo
46860;iacu; Bahia
9941;diadema; Sao Paulo
7153;guarulhos; Sao Paulo
77020;palmas; Tocantins
67013;ananindeua; Para
13333;indaiatuba; Sao Paulo
34006;nova lima; Minas Gerais
98300;palmeira das missoes;Rio Grande do Sul
6852;itapecerica da serra; Sao Paulo
7062;guarulhos; Sao Paulo
2430;sao paulo; Sao Paulo
55125;toritama; Pernambuco
35738;prudente de morais; Minas Gerais
29118;vila velha; Espirito Santo
97507;uruguaiana;Rio Grande do Sul
86081;londrina;Parana
50830;recife; Pernambuco
29146;cariacica; Espirito Santo
25212;duque de caxias;Rio de Janeiro
9416;ribeirao pires; Sao Paulo
14787;barretos; Sao Paulo
16052;aracatuba; Sao Paulo
1259;sao paulo; Sao Paulo
85580;itapejara d'oeste;Parana
26010;nova iguacu;Rio de Janeiro
74070;goiania; Goias
31640;belo horizonte; Minas Gerais
69800;humaita; Amazonas
22245;rio de janeiro;Rio de Janeiro
37408;sao thome das letras; Minas Gerais
25510;sao joao de meriti;Rio de Janeiro
3817;sao paulo; Sao Paulo
72914;aguas lindas de goias; Goias
5428;sao paulo; Sao Paulo
4764;sao paulo; Sao Paulo
4893;sao paulo; Sao Paulo
2470;sao paulo; Sao Paulo
18683;lencois paulista; Sao Paulo
8730;mogi das cruzes; Sao Paulo
74476;goiania; Goias
25615;petropolis;Rio de Janeiro
37901;passos; Minas Gerais
73850;cristalina; Goias
6541;santana de parnaiba; Sao Paulo
39800;teofilo otoni; Minas Gerais
90840;porto alegre;Rio Grande do Sul
26551;mesquita;Rio de Janeiro
89124;benedito novo; Santa Catarina
44200;santo amaro; Bahia
4575;sao paulo; Sao Paulo
36880;muriae; Minas Gerais
39403;montes claros; Minas Gerais
15730;marinopolis; Sao Paulo
6864;itapecerica da serra; Sao Paulo
8061;sao paulo; Sao Paulo
39735;divinolandia de minas; Minas Gerais
36390;itutinga; Minas Gerais
3828;sao paulo; Sao Paulo
35179;santana do paraiso; Minas Gerais
28300;itaperuna;Rio de Janeiro
13572;sao carlos; Sao Paulo
86635;lupionopolis;Parana
79812;dourados; Mato Grosso do Sul
15993;matao; Sao Paulo
4278;sao paulo; Sao Paulo
5075;sao paulo; Sao Paulo
3977;sao paulo; Sao Paulo
13069;campinas; Sao Paulo
57030;maceio; Alagoas
40301;salvador; Bahia
97020;santa maria;Rio Grande do Sul
88359;brusque; Santa Catarina
13471;americana; Sao Paulo
9320;maua; Sao Paulo
78058;cuiaba; Mato Grosso
23895;seropedica;Rio de Janeiro
13530;itirapina; Sao Paulo
9635;sao bernardo do campo; Sao Paulo
22715;rio de janeiro;Rio de Janeiro
36050;juiz de fora; Minas Gerais
76862;alto paraiso; Rondonia
7718;caieiras; Sao Paulo
4008;sao paulo; Sao Paulo
36520;visconde do rio branco; Minas Gerais
17201;jau; Sao Paulo
39550;taiobeiras; Minas Gerais
7151;guarulhos; Sao Paulo
38440;araguari; Minas Gerais
4880;sao paulo; Sao Paulo
40760;salvador; Bahia
4822;sao paulo; Sao Paulo
9962;diadema; Sao Paulo
45028;vitoria da conquista; Bahia
65045;sao luis; Maranhao
37110;eloi mendes; Minas Gerais
38270;campina verde; Minas Gerais
76803;porto velho; Rondonia
29176;serra; Espirito Santo
68675;mae do rio; Para
58410;campina grande; Paraiba
12903;braganca paulista; Sao Paulo
12949;atibaia; Sao Paulo
94445;viamao;Rio Grande do Sul
49038;aracaju; Sergipe
38405;uberlandia; Minas Gerais
75280;orizona; Goias
84290;sapopema;Parana
15092;sao jose do rio preto; Sao Paulo
95727;boa vista do sul;Rio Grande do Sul
95890;teutonia;Rio Grande do Sul
37250;nepomuceno; Minas Gerais
4517;sao paulo; Sao Paulo
36544;paula candido; Minas Gerais
8528;ferraz de vasconcelos; Sao Paulo
91910;porto alegre;Rio Grande do Sul
72240;brasilia; Distrito Federal
9670;sao bernardo do campo; Sao Paulo
7901;francisco morato; Sao Paulo
22641;rio de janeiro;Rio de Janeiro
18400;itapeva; Sao Paulo
63360;aurora; Ceara
18705;avare; Sao Paulo
46490;igapora; Bahia
4035;sao paulo; Sao Paulo
7904;francisco morato; Sao Paulo
35340;bom jesus do galho; Minas Gerais
3819;sao paulo; Sao Paulo
55660;bezerros; Pernambuco
23811;itaguai;Rio de Janeiro
36480;piranga; Minas Gerais
15370;pereira barreto; Sao Paulo
30120;belo horizonte; Minas Gerais
95058;caxias do sul;Rio Grande do Sul
70233;brasilia; Distrito Federal
78117;varzea grande; Mato Grosso
26255;nova iguacu;Rio de Janeiro
13091;campinas; Sao Paulo
45455;itamari; Bahia
98035;cruz alta;Rio Grande do Sul
9130;santo andre; Sao Paulo
92330;canoas;Rio Grande do Sul
2238;sao paulo; Sao Paulo
47440;itaguacu da bahia; Bahia
6755;taboao da serra; Sao Paulo
72302;brasilia; Distrito Federal
89735;lindoia do sul; Santa Catarina
14096;ribeirao preto; Sao Paulo
64018;teresina; Piaui
29043;vitoria; Espirito Santo
18080;sorocaba; Sao Paulo
78280;mirassol d'oeste; Mato Grosso
2911;sao paulo; Sao Paulo
29106;vila velha; Espirito Santo
42805;camacari; Bahia
4080;sao paulo; Sao Paulo
87710;paranavai;Parana
1416;sao paulo; Sao Paulo
37930;capitolio; Minas Gerais
7175;guarulhos; Sao Paulo
35420;mariana; Minas Gerais
92990;eldorado do sul;Rio Grande do Sul
9407;ribeirao pires; Sao Paulo
21710;rio de janeiro;Rio de Janeiro
35030;governador valadares; Minas Gerais
31970;belo horizonte; Minas Gerais
2734;sao paulo; Sao Paulo
29152;cariacica; Espirito Santo
4271;sao paulo; Sao Paulo
18230;sao miguel arcanjo; Sao Paulo
72630;brasilia; Distrito Federal
26520;nilopolis;Rio de Janeiro
28911;cabo frio;Rio de Janeiro
5618;sao paulo; Sao Paulo
4251;sao paulo; Sao Paulo
2150;sao paulo; Sao Paulo
29909;linhares; Espirito Santo
5533;sao paulo; Sao Paulo
1508;sao paulo; Sao Paulo
90650;porto alegre;Rio Grande do Sul
12570;aparecida; Sao Paulo
87505;umuarama;Parana
89224;joinville; Santa Catarina
29108;vila velha; Espirito Santo
7715;caieiras; Sao Paulo
95960;encantado;Rio Grande do Sul
7903;francisco morato; Sao Paulo
25770;petropolis;Rio de Janeiro
21866;rio de janeiro;Rio de Janeiro
38412;uberlandia; Minas Gerais
17690;bastos; Sao Paulo
85811;cascavel;Parana
85710;santo antonio do sudoeste;Parana
85835;jesuitas;Parana
13344;indaiatuba; Sao Paulo
39408;montes claros; Minas Gerais
93332;novo hamburgo;Rio Grande do Sul
91770;porto alegre;Rio Grande do Sul
89167;rio do sul; Santa Catarina
2367;sao paulo; Sao Paulo
5634;sao paulo; Sao Paulo
89140;ibirama; Santa Catarina
6519;santana de parnaiba; Sao Paulo
78195;chapada dos guimaraes; Mato Grosso
87023;maringa;Parana
89015;blumenau; Santa Catarina
5054;sao paulo; Sao Paulo
2034;sao paulo; Sao Paulo
22760;rio de janeiro;Rio de Janeiro
25070;duque de caxias;Rio de Janeiro
68459;tucurui; Para
44830;piritiba; Bahia
11060;santos; Sao Paulo
18215;itapetininga; Sao Paulo
70383;brasilia; Distrito Federal
58305;bayeux; Paraiba
13976;itapira; Sao Paulo
30555;belo horizonte; Minas Gerais
35200;aimores; Minas Gerais
88704;tubarao; Santa Catarina
42600;madre de deus; Bahia
97010;santa maria;Rio Grande do Sul
60810;fortaleza; Ceara
98804;santo angelo;Rio Grande do Sul
38630;uruana de minas; Minas Gerais
96875;gramado xavier;Rio Grande do Sul
25215;duque de caxias;Rio de Janeiro
75503;itumbiara; Goias
3979;sao paulo; Sao Paulo
98470;planalto;Rio Grande do Sul
23560;rio de janeiro;Rio de Janeiro
94035;gravatai;Rio Grande do Sul
23062;rio de janeiro;Rio de Janeiro
8090;sao paulo; Sao Paulo
28110;goitacazes;Rio de Janeiro
5323;sao paulo; Sao Paulo
4875;sao paulo; Sao Paulo
34002;nova lima; Minas Gerais
30640;belo horizonte; Minas Gerais
84050;ponta grossa;Parana
6683;itapevi; Sao Paulo
13334;indaiatuba; Sao Paulo
